y,x,mass,size,ecc,signal,raw_mass,ep,frame,particle
451.2178025280651,176.36807212940863,7919.657657191756,4.914274393394949,0.5630478609358447,160.31128820798304,28179.0,,0,4
413.8960411972964,231.9975324535994,6525.159464570349,4.380369939979016,0.5049246292028585,150.51059809919806,29091.0,,0,6
377.4325750082427,425.97241455104955,6369.748521416758,3.1195366574265875,0.06731776294116995,163.81153467540625,27447.0,,0,8
358.8062618406621,247.55244790108685,14041.58872871495,4.128875382645532,0.24011279599957938,169.4119290232834,31238.0,,0,9
366.5436226136678,30.12058470902887,15181.26897850795,4.737322111447026,0.3314150598717017,158.2111403275291,34710.0,,0,16
264.75744026826885,176.2897862232779,10020.505586939167,3.7785566779756032,0.27234630136178856,156.11099244707518,30069.0,,0,18
40.5657989587505,67.95170204245095,8740.115429155756,3.667792693690944,0.1315415500819871,140.70990799041306,35957.0,,0,19
40.07929292929293,439.74929292929295,13860.976010995913,4.9694927895972025,0.3567429789555983,161.71138679495232,33304.0,,0,20
102.69225868110863,192.14622491239248,2197.4547322482917,4.45904516512726,0.11339745811992619,100.10704896830381,38526.0,,0,22
116.57672204109093,473.73047663406305,13527.052498003739,4.176196213226182,0.1710078677108925,158.91118962101376,34569.0,,0,24
146.38334778837813,146.04813529921944,9685.882024653509,3.5367806798463612,0.12751814403177938,147.71040092525948,34757.0,,0,26
149.39508442265796,83.99639161220044,10282.324022702423,4.044988022797492,0.2899539077484071,143.51010516435164,37232.0,,0,27
155.9287688442211,217.0089824120603,11144.784752275502,4.347189064650753,0.27342298848872465,144.91020375132092,38536.0,,0,28
189.02310531101247,278.4803979248008,13088.821640282353,4.252009520233232,0.12769479301656433,160.31128820798304,32826.0,,0,30
219.18576476527005,355.30641090358404,6933.98825196538,3.0427046338984165,0.11212234471012755,156.81104174055983,31483.0,,0,31
138.19735059461087,333.5445330924783,13951.282369855433,4.584546229197953,0.31747730017055403,175.71237266464516,30489.0,,0,32
451.2355328490311,176.3559220608871,7891.369422113923,4.918224715618219,0.5662227369578191,160.04556380021123,28379.0,-0.03953919352587259,1,4
413.89043292054816,232.03254506121468,6570.993520762181,4.409967732799997,0.502922050643667,150.2182046194965,29111.0,-0.04268489382284597,1,6
377.4367477798643,425.9564591418404,6362.51311528559,3.1048178829838036,0.0648562090404296,164.25728916337468,27447.0,-0.03614743122112731,1,8
358.8113921255428,247.54430617159002,14086.11547710017,4.128788309995521,0.2398615649406779,168.46901452653813,31269.0,-0.05576422618431195,1,9
366.61860963303474,30.133225789045714,15378.413209364155,4.75779536770977,0.3326401932246026,157.2377468914356,34939.0,-0.11644375393538027,1,16
264.763973787119,176.27955223391157,10049.176716507998,3.7770815913695235,0.27225029198660655,156.53579266424168,30026.0,-0.04739863080448957,1,18
40.63295679834277,67.94511615333323,8829.180269644985,3.657317859131499,0.13323683193516275,141.0927996659757,36130.0,-0.18001051510348293,1,19
40.082883802962506,439.7370029082975,13895.183927303426,4.971167182600377,0.3571398353274428,161.44947225459904,33284.0,-0.07811333143889283,1,20
102.47633802684743,192.18293101843378,2087.611871674685,4.63245618464144,0.13069076716657363,95.4657748983716,38574.0,1.4973423674621131,1,22
116.56450285606707,473.72841297061507,13643.182359740813,4.1805319144671245,0.17277137039887056,157.9397011186295,34536.0,-0.10401515651382495,1,24
146.38708400850427,146.03308159988225,9717.15236704528,3.5358352677916614,0.12673835339430886,147.41038771072087,34742.0,-0.11001763192974201,1,26
149.40666470829836,83.97765477638839,10334.87208697592,4.0772943578698415,0.29585381335446387,142.4967081203635,38068.0,-1.6114423133999702,1,27
155.93081463146885,216.99517460173573,11170.899571563865,4.34607148043583,0.27503887862326953,143.90061657475133,38612.0,1.3078594608279899,1,28
189.05225822411265,278.55243895849986,13266.934893964877,4.329644339414048,0.11227969809059898,160.74751802740514,33604.0,-0.08342297100990453,1,30
219.1903345764666,355.2760172069223,6938.115581584595,3.052637500627739,0.10792950219776494,156.53579266424168,31668.0,-0.059113245315881705,1,31
138.2007110643859,333.53354507739624,14008.90051210884,4.586177165694709,0.31754962881897136,176.19051102567113,30516.0,-0.05037787404545345,1,32
361.4302784827459,91.34386337830333,16031.23064065449,5.3857989862905775,0.43482528723229247,149.5162503923026,38766.0,0.8645033291384973,1,34
451.1383953535965,176.2940804875681,7860.135272689197,4.842076684539644,0.5499905004726869,159.59308648483434,27656.0,-0.02396183681393662,2,4
413.7650734838151,232.01506240521883,6345.055530949911,4.252201645802454,0.5269422197406902,151.15644755171533,28618.0,-0.026476047255781104,2,6
378.0608162016819,425.91060672370446,6505.3516706791725,3.3150929297088556,0.05283747179988595,165.9205656846736,27319.0,-0.023190380768854112,2,8
358.7411359525565,247.46488373541072,14111.684722130372,4.094374184187797,0.23376099852102397,171.54499164008624,30294.0,-0.032398562764922256,2,9
366.720349667156,29.994549943522284,15887.597217551922,4.727057730277814,0.310000332587505,160.29613972926091,35042.0,-0.08845029575131301,2,16
264.74660423932687,176.15256212062124,10264.577368628112,3.838985311143829,0.27019504477886064,157.48392675155458,29709.0,-0.03005211969939628,2,18
40.68618117406487,68.18641499551019,9084.854024480304,3.629606626838997,0.1362443042320022,140.61064888531658,36121.0,-0.14575656998913375,2,19
39.43068363168377,441.22960183128953,13293.33074561783,5.020889302144348,0.39503736808922385,158.89003324040775,33693.0,-0.059301067977696645,2,20
102.45488905931848,191.81254433732403,2280.0016716754085,4.054059610022501,0.09008436683353584,108.27019964169378,38473.0,0.35354353577032344,2,22
116.37353492953399,473.64331278098126,13326.37424810588,4.099951425103584,0.13557479868908673,160.99919297368749,33139.0,-0.05223199889398448,2,24
147.42483006380323,146.5886357093408,9824.46603761707,3.557537852070403,0.12394198336399724,149.0472878184356,34427.0,-0.07225784117994387,2,26
149.1981820264967,83.97101928673497,10459.323117334274,4.086884903940251,0.3035153199265706,143.42286186302292,37340.0,-0.5437791031807857,2,27
